Full-Text Downloads for 2013-11-01 through 2014-01-31 for Berkeley Law Scholarship Repository					
Title	URL	First published	11/1/2013	12/1/2013	1/1/2014
Recent Pleading Reforms in California	http://scholarship.law.berkeley.edu/californialawreview/vol16/iss5/1	7/24/2012	6	3	0
Conflicting Demands Meet Conflict of Laws: ERISA Preemption of Wisconsin's Family and Medical Leave Act	http://scholarship.law.berkeley.edu/facpubs/1876	12/7/2012	6	0	1
California Partnership Law and the Uniform Partnership Act	http://scholarship.law.berkeley.edu/californialawreview/vol9/iss5/3	7/24/2012	6	8	1
Table of Contents	http://scholarship.law.berkeley.edu/californialawreview/vol83/iss1/1	7/10/2012	6	0	0
World War II Compensation and Foreign Relations Federalism	http://scholarship.law.berkeley.edu/bjil/vol20/iss1/12	9/24/2012	6	7	0
First Half-Century of the California Civil Code	http://scholarship.law.berkeley.edu/californialawreview/vol10/iss3/1	7/24/2012	6	3	0
Practical Reason and the First Amendment	http://scholarship.law.berkeley.edu/facpubs/831	9/18/2012	6	7	2
Institutional Fantasylands: From Scientific Management to Free Market Environmentalism	http://scholarship.law.berkeley.edu/facpubs/203	9/17/2012	6	4	0
Unconditional Safety for Conditional Immigrant Women	http://scholarship.law.berkeley.edu/bglj/vol11/iss1/4	9/24/2013	6	7	1
Welfare Reform and the Cooperative Federalism of America's Public Income Transfer Programs	http://scholarship.law.berkeley.edu/facpubs/189	9/17/2012	6	1	0
Offending Officials: Former Government Actors and the Political Offense Exception to Extradition	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss2/4	7/9/2012	6	32	3
The Common Knowledge of Tax Abuse	http://scholarship.law.berkeley.edu/facpubs/1186	9/18/2012	6	2	1
Unfair Competition in Ideas and Titles	http://scholarship.law.berkeley.edu/californialawreview/vol42/iss1/7	7/19/2012	6	3	1
Against Overwhelming Appellate Activism: Constraining Harmless Error Review	http://scholarship.law.berkeley.edu/californialawreview/vol82/iss5/5	7/10/2012	6	7	0
(Native) American Exceptionalism in Federal Public Law	http://scholarship.law.berkeley.edu/facpubs/1842	12/7/2012	6	8	0
Software and Patent Scope: A Report from the Middle Innings	http://scholarship.law.berkeley.edu/facpubs/2122	8/15/2013	6	9	1
Chevron's Two Steps	http://scholarship.law.berkeley.edu/facpubs/1736	9/20/2012	6	19	2
A Study to Determine Whether the Rights and Duties Attendant upon the Termination of a Lease Should be Revised	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss3/1	7/17/2012	6	3	0
Protable Reciprocity: Rethinking the International Reach of Securities Regulation	http://scholarship.law.berkeley.edu/facpubs/1417	9/20/2012	6	19	0
The Politics of Discretion: Federal Intervention in Bilingual Education	http://scholarship.law.berkeley.edu/californialawreview/vol76/iss6/2	7/10/2012	6	4	1
"If You Can't Stand the Heat, Get Out of the Drug Business: Thermal Imagers, Emerging Technologies, and the Fourth Amendment"	http://scholarship.law.berkeley.edu/californialawreview/vol84/iss5/3	7/10/2012	6	5	1
When CRACK Is the Only Choice: The Effect of a Negative Right of Privacy on Drug-Addicted Women	http://scholarship.law.berkeley.edu/bglj/vol15/iss1/10	9/24/2013	6	5	0
Standardized Tests as a Tool of Exclusion: Improper Use of the SAT in New York	http://scholarship.law.berkeley.edu/bglj/vol4/iss2/3	9/24/2013	6	11	0
"Principles of Criminal Sentencing, Plain and Fancy"	http://scholarship.law.berkeley.edu/facpubs/1596	9/20/2012	6	4	0
Some Thoughts on the Valuation of Closely Held Business Interests	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss5/3	7/19/2012	6	6	0
Brief of Amici Curiae National Asian Pacific American Legal Consortium	http://scholarship.law.berkeley.edu/aalj/vol10/iss2/6	9/10/2013	6	3	1
Biodiversity and the Challenge of Saving the Ordinary	http://scholarship.law.berkeley.edu/facpubs/893	9/18/2012	6	5	0
Rico v. Mitsubishi: The Inadvertent Disclosure of California's Flawed Work Product Doctrine	http://scholarship.law.berkeley.edu/californialawreview/vol97/iss6/13	7/9/2012	6	9	0
Corporations: Liquidating Dividends by Wasting Asset Corporations in California	http://scholarship.law.berkeley.edu/californialawreview/vol34/iss1/8	7/20/2012	6	6	2
Review of Section 1404(a) Federal Venue Proceedings by Extraordinary Writ	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss5/6	7/19/2012	6	4	1
Challenging Carnegie	http://scholarship.law.berkeley.edu/facpubs/1287	9/18/2012	6	7	0
Municipal Antitrust Liability: Beyond Immunity	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss6/3	7/10/2012	6	9	0
The Common Thread: Diversion in Juvenile Justice	http://scholarship.law.berkeley.edu/facpubs/1656	9/20/2012	6	6	0
How We Constructed The Jury: A Look at Narrative Storytelling	http://scholarship.law.berkeley.edu/bglj/vol12/iss1/4	9/24/2013	6	8	0
Cry Me a River: The Limits of a Systemic Analysis of Affirmative Action in American Law Schools	http://scholarship.law.berkeley.edu/bjalp/vol7/iss1/1	4/26/2013	6	11	0
Who Measures the Chancellor's Foot--The Inherent Remedial Authority of the Federal Courts	http://scholarship.law.berkeley.edu/facpubs/1610	9/20/2012	6	4	0
The Ban on Welfare for Felony Drug Offenders: Giving a New Meaning to Life Sentence	http://scholarship.law.berkeley.edu/bglj/vol13/iss1/14	9/24/2013	6	9	0
The 1990s Assault on Juvenile Justice: Notes from an Ideological Battleground	http://scholarship.law.berkeley.edu/facpubs/82	9/17/2012	6	2	0
The Perilous Dialogue	http://scholarship.law.berkeley.edu/californialawreview/vol97/iss2/2	7/9/2012	6	3	1
"A Famous Book about Famous Books: Men and Books famous in the Law, by Frederick Hicks"	http://scholarship.law.berkeley.edu/facpubs/1959	8/15/2013	6	4	0
"Law, Technology and the Sea"	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss2/5	7/17/2012	6	1	1
Megasubsidiaries:  The Effect of Corporate Structure on Corporate Control	http://scholarship.law.berkeley.edu/facpubs/2018	8/15/2013	6	1	0
The Classroom Climate: Encouraging Student Involvement	http://scholarship.law.berkeley.edu/bglj/vol4/iss2/10	9/24/2013	6	4	2
Beginnings of the Community Property System in California and the Adoption of the Common Law	http://scholarship.law.berkeley.edu/californialawreview/vol3/iss5/1	7/24/2012	6	7	0
Three Voices of Socio-Legal Studies	http://scholarship.law.berkeley.edu/facpubs/840	9/18/2012	6	0	0
Taxation of Unfunded Deferred Compensation: A Comparison of the Federal Republic of Germany and the U.S. Systems	http://scholarship.law.berkeley.edu/bjil/vol6/iss1/1	9/23/2012	6	1	0
Campaign Contributions and Expenditures in California	http://scholarship.law.berkeley.edu/californialawreview/vol41/iss2/7	7/19/2012	6	2	0
Reunifying Privacy Law	http://scholarship.law.berkeley.edu/californialawreview/vol98/iss6/8	7/9/2012	6	2	0
The Overlooked Hermaphrodite of Campaign Finance: Candidate-Controlled Ballot Measure Committees in California Politics	http://scholarship.law.berkeley.edu/californialawreview/vol95/iss1/3	7/9/2012	6	8	0
The Internal Crisis of Corrections: Professionalization and the Work Environment	http://scholarship.law.berkeley.edu/facpubs/940	9/18/2012	6	6	1
Autonomy and Independence: The Normative Face of Transaction Costs	http://scholarship.law.berkeley.edu/facpubs/1165	9/18/2012	6	12	1
Contractual Restrictions on the Forum	http://scholarship.law.berkeley.edu/californialawreview/vol48/iss3/3	7/19/2012	6	8	0
Bivens’s Revisions: Constitutional Torts After Minneci v. Pollard	http://scholarship.law.berkeley.edu/californialawreview/vol100/iss6/3	2/7/2013	6	6	2
The Outmoded Debate over Affirmative Action	http://scholarship.law.berkeley.edu/californialawreview/vol82/iss4/6	7/10/2012	6	15	0
Michigan's Environmental Protection Act of 1970: A Progress Report	http://scholarship.law.berkeley.edu/facpubs/1401	9/20/2012	6	3	0
The Multiple Self: Exploring between and beyond Modernity and Postmodernity	http://scholarship.law.berkeley.edu/facpubs/1582	9/20/2012	6	11	0
Contingency in Jural Relations	http://scholarship.law.berkeley.edu/californialawreview/vol15/iss1/2	7/24/2012	6	0	1
Recognition of New Interests in the Law of Torts	http://scholarship.law.berkeley.edu/californialawreview/vol10/iss6/2	7/24/2012	6	8	0
Neighborhood Police Districts: A Constitutional Analysis	http://scholarship.law.berkeley.edu/californialawreview/vol57/iss4/3	7/17/2012	6	2	0
Consequences of Supreme Court Decisions Upholding Individual Constitutional Rights	http://scholarship.law.berkeley.edu/facpubs/1990	8/15/2013	6	5	0
Should Europe Worry about Adversarial Legalism	http://scholarship.law.berkeley.edu/facpubs/280	9/17/2012	6	14	0
Extradition and the Hong Kong Special Administrative Region: Will Hong Kong Remain a Separate and Independent Jurisdiction after 1997	http://scholarship.law.berkeley.edu/aalj/vol4/iss1/8	9/10/2013	6	16	0
"From Capone to Boesky: Tax Evasion, Insider Trading, and Problems of Proof"	http://scholarship.law.berkeley.edu/californialawreview/vol79/iss6/2	7/10/2012	6	14	0
Chapter Four: Beyond Conflation: Lessons from the Past and for the Future	http://scholarship.law.berkeley.edu/californialawreview/vol83/iss1/12	7/10/2012	6	0	0
Equality and Difference: The Case of Pregnancy	http://scholarship.law.berkeley.edu/facpubs/386	9/17/2012	6	7	0
The Concept of Availability in California's Unemployment Insurance Program: Any Reason for Requiring Good Cause	http://scholarship.law.berkeley.edu/californialawreview/vol66/iss6/6	7/17/2012	6	5	1
The Scope of the Initiative and Referendum in California	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss4/14	7/17/2012	6	40	5
Public Choice at the Dawn of the Special Interest State: The Story of Butter and Margarine	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss1/2	7/10/2012	6	15	0
Price Effects of Horizontal Mergers	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss4/2	7/10/2012	6	7	1
The American Institute of Architects: Dominant Actor in the Construction Documents Market	http://scholarship.law.berkeley.edu/facpubs/348	9/17/2012	6	3	0
We Don't Do Groundwater: A Morsel of California Legal History	http://scholarship.law.berkeley.edu/facpubs/1394	9/18/2012	6	22	0
Municipal Home Rule in California: II	http://scholarship.law.berkeley.edu/californialawreview/vol30/iss3/2	7/24/2012	6	5	1
Adapting to Climate Change with Law That Bends without Breaking	http://scholarship.law.berkeley.edu/facpubs/707	9/18/2012	6	6	0
Concepts and Compromise in First Amendment Religious Doctrine	http://scholarship.law.berkeley.edu/facpubs/1428	9/20/2012	6	10	0
Collapse of the Structure of the Legal Research Universe: The Imperative of Digital Information	http://scholarship.law.berkeley.edu/facpubs/1369	9/18/2012	6	1	2
Poverty and the Law of Child Custody	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss2/15	7/17/2012	6	4	2
Cultivating a Green Political Landscape: Lessons for Climate Change Policy from the Defeat of California's Proposition 23	http://scholarship.law.berkeley.edu/facpubs/1899	7/22/2013	6	7	0
The Unknown and the Unknowable in Law	http://scholarship.law.berkeley.edu/californialawreview/vol35/iss3/3	7/20/2012	6	6	0
Which Science - Whose Science - How Scientific Disciplines Can Shape Environmental Law	http://scholarship.law.berkeley.edu/facpubs/1960	8/15/2013	6	4	0
Imputation of Contributory Negligence between Spouses to Bar Recovery for Personal Injury	http://scholarship.law.berkeley.edu/californialawreview/vol42/iss5/7	7/19/2012	6	3	0
Agency Rulemaking and Political Transitions	http://scholarship.law.berkeley.edu/facpubs/29	9/17/2012	6	3	0
Arbitration under the Auspices of the Cairo Regional Centre for Commercial Arbitration	http://scholarship.law.berkeley.edu/bjil/vol4/iss2/8	9/24/2012	6	9	0
How Should We Punish Murder	http://scholarship.law.berkeley.edu/facpubs/1721	9/20/2012	6	5	0
Group Defamation and Individual Actions: A New Look at an Old Rule	http://scholarship.law.berkeley.edu/californialawreview/vol71/iss5/4	7/10/2012	6	3	0
Joinder of Actions--With Special Reference to the Montana and California Practice	http://scholarship.law.berkeley.edu/californialawreview/vol18/iss5/1	7/24/2012	6	5	0
"It's a Woman Thing: Sex, Status, and Human Rights in the Tobacco Epidemic"	http://scholarship.law.berkeley.edu/bglj/vol15/iss1/9	9/24/2013	6	3	0
Nature of Wife's Interest in Community Property in California	http://scholarship.law.berkeley.edu/californialawreview/vol15/iss4/3	7/24/2012	6	3	1
Glacier National Park and Its Neighbors: A Study of Federal Interagency Relations	http://scholarship.law.berkeley.edu/facpubs/166	9/17/2012	6	3	4
Individual Privacy Interests and the Special Needs Analysis for Involuntary Drug and HIV Tests	http://scholarship.law.berkeley.edu/californialawreview/vol86/iss1/3	7/10/2012	6	1	0
Toothless in Truth - The Ethereal Rational Basis Test and the Prison Litigation Reform Act's Disparate Restrictions on Attorney's Fees	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss4/2	7/10/2012	6	1	0
The Stock Exchange Member: Liability for Violation of Stock Exchange Rules	http://scholarship.law.berkeley.edu/californialawreview/vol58/iss5/4	7/17/2012	6	2	0
Federal Lawmaking and the Role of Structure in Constitutional Interpretation	http://scholarship.law.berkeley.edu/californialawreview/vol96/iss3/3	7/9/2012	6	8	0
Redefining and Reclaiming Korean Adoptee Identity: Grassroots Internet Communities and the Hague Convention on Protection of Children and Co-Operation in Respect of Intercountry Adoption	http://scholarship.law.berkeley.edu/aalj/vol16/iss1/4	9/10/2013	6	4	0
Prudent Man Investment of Trust Funds during Inflation	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss3/5	7/20/2012	6	4	0
Competitor Standing to Challenge a Merger of Rivals: The Applicability of Strategic Behavior Analysis	http://scholarship.law.berkeley.edu/californialawreview/vol75/iss6/4	7/10/2012	6	4	0
Regulating Ocean Shipping: Powers and Problems of the Federal Maritime Commission	http://scholarship.law.berkeley.edu/californialawreview/vol51/iss5/8	7/17/2012	6	12	2
Character Standard or Sex Discrimination - Students' Exclusion from National Honor Society Called a Violation of Title IX	http://scholarship.law.berkeley.edu/bglj/vol14/iss1/8	9/24/2013	6	5	0
Status of Federal Income and Estate Taxes on Community Property in California	http://scholarship.law.berkeley.edu/californialawreview/vol12/iss2/2	7/24/2012	6	5	0
Antitrust Market Definition: An Integrated Approach	http://scholarship.law.berkeley.edu/facpubs/1423	9/20/2012	6	6	0
Perpetuities and the California Rule against Suspension of the Absolute Power of Alienation	http://scholarship.law.berkeley.edu/californialawreview/vol16/iss2/1	7/24/2012	6	3	0
"California's Anti-Discrimination Legislation, Proposition 14, and the Constitutional Protection of Minority Rights: The Fiftieth Anniversary of the California Fair Employment and Housing Act"	http://scholarship.law.berkeley.edu/facpubs/953	9/18/2012	6	8	0
Justice Brennan's Accommodating Approach toward Religion	http://scholarship.law.berkeley.edu/californialawreview/vol95/iss6/2	7/9/2012	6	5	0
Is Hugo L. Black a Supreme Court Justice De Jure	http://scholarship.law.berkeley.edu/californialawreview/vol26/iss1/1	7/24/2012	6	6	1
National Bank Taxation in California	http://scholarship.law.berkeley.edu/californialawreview/vol17/iss2/1	7/24/2012	6	4	0
Relation of Law and Medicine in Mental Disease	http://scholarship.law.berkeley.edu/californialawreview/vol9/iss1/1	7/24/2012	6	0	0
Digital Influence: Technology and Unpublished Opinions in the Federal Courts of Appeals	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss2/6	7/10/2012	6	8	0
Feminist Legal Scholarship: A History through the Lens of the California Law Review	http://scholarship.law.berkeley.edu/californialawreview/vol100/iss2/4	7/6/2012	6	4	1
Shaping the Future: The Dialectic of Law and Environmental Values	http://scholarship.law.berkeley.edu/facpubs/615	9/18/2012	6	3	0
Reserved Public Rights in Water	http://scholarship.law.berkeley.edu/facpubs/2139	8/15/2013	6	0	0
Federalism and Legal Process: Historical and Contemporary Analysis of the American System	http://scholarship.law.berkeley.edu/facpubs/180	9/17/2012	6	12	0
