Full-Text Downloads for 2012-02-01 through 2013-09-20 for Berkeley Law Scholarship Repository																						
Title	URL	First published	2/1/2012	3/1/2012	4/1/2012	5/1/2012	6/1/2012	7/1/2012	8/1/2012	9/1/2012	10/1/2012	11/1/2012	12/1/2012	1/1/2013	2/1/2013	3/1/2013	4/1/2013	5/1/2013	6/1/2013	7/1/2013	8/1/2013	9/1/2013
The Trafficking of Ethiopian Domestic Workers into Lebanon: Navigating through a Novel Passage of the International Maid Trade	http://scholarship.law.berkeley.edu/bjil/vol24/iss3/7	9/24/2012	0	0	0	0	0	0	0	2	44	44	55	99	104	238	168	139	111	96	111	60
"Church, State and the Supreme Court: Current Controversy"	http://works.bepress.com/jesse_choper/5	8/21/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Continuation of Politics by Other Means: The Original Understanding of War Powers	http://scholarship.law.berkeley.edu/facpubs/1611	9/20/2012	0	0	0	0	0	0	0	0	39	36	20	60	42	57	35	45	33	33	34	40
Predicting Professional Effectiveness	http://works.bepress.com/marjorie_shultz/63	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Regional Control of Air and Water Pollution in the San Francisco Bay Area	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss3/4	7/17/2012	0	0	0	0	0	0	2	3	6	5	6	17	3	10	4	4	6	2	2	7
"Review of From Coexistence to Conquest: International Law and the Origins of the Arab-Israeli Conflict, 1981-1949 by Victor Kattan"	http://scholarship.law.berkeley.edu/bjil/vol30/iss2/8	4/24/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	7	6	8
Human Rights Violations against Women	http://works.bepress.com/laurel_fletcher/11	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Disabled and the Law of Welfare	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss2/21	7/17/2012	0	0	0	0	0	1	3	9	9	11	14	7	14	15	22	25	11	10	12	6
Professor David Daube: A Tribute	http://scholarship.law.berkeley.edu/californialawreview/vol87/iss5/1	7/10/2012	0	0	0	0	0	4	1	1	0	0	0	3	2	1	4	6	3	0	0	0
What's the Problem - Ackerman and Ayres on Campaign Finance Reform	http://scholarship.law.berkeley.edu/californialawreview/vol91/iss3/5	7/9/2012	0	0	0	0	0	7	2	3	6	6	2	8	4	3	3	1	0	1	0	0
"Further Comment on Stare Decisis and the Overruling of National Leaugue of Cities, A"	http://scholarship.law.berkeley.edu/facpubs/1840	12/7/2012	0	0	0	0	0	0	0	0	0	0	2	16	5	6	1	9	2	0	1	0
Assumption of Liabilities in Otherwise Tax-Free Transfers under I.R.C. 351	http://scholarship.law.berkeley.edu/californialawreview/vol66/iss3/3	7/17/2012	0	0	0	0	0	0	10	6	15	16	19	18	20	3	5	5	11	10	1	5
Some Additional Safeguards for the Newly Liberated Marketplace	http://scholarship.law.berkeley.edu/californialawreview/vol75/iss3/16	7/10/2012	0	0	0	0	0	2	2	4	7	3	2	5	3	4	7	36	14	19	1	0
Second Wives' Club: Mapping the Impact of Polygamy in U.S. Immigration Law	http://scholarship.law.berkeley.edu/bjil/vol27/iss2/3	9/24/2012	0	0	0	0	0	0	0	0	44	70	55	85	72	74	74	74	84	94	99	102
The Bicentennial of the Jurisprudence of Original Intent; The Recent Past	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss2/1	7/10/2012	0	0	0	0	0	2	0	1	1	1	2	3	1	4	1	3	1	2	2	0
The Meaning of Reputation in American Society	http://scholarship.law.berkeley.edu/californialawreview/vol74/iss3/3	7/10/2012	0	0	0	0	0	4	0	3	7	6	6	9	3	2	3	3	5	2	4	10
Feminist Lawyering and Legal Method	http://scholarship.law.berkeley.edu/facpubs/242	9/17/2012	0	0	0	0	0	0	0	2	12	14	13	28	5	8	4	1	2	2	4	2
Protection on the Inventor outside the Patent System	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss3/2	7/19/2012	0	0	0	0	0	1	9	12	15	20	10	14	5	15	11	15	11	8	11	5
Gender and Contract Remedies	http://works.bepress.com/marjorie_shultz/91	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Segregation of Antitrust Damages: An Excessive Burden on Private Plaintiffs	http://scholarship.law.berkeley.edu/californialawreview/vol72/iss3/4	7/10/2012	0	0	0	0	0	4	6	5	5	6	5	5	18	3	3	33	16	18	2	0
Saving Customary International Law	http://scholarship.law.berkeley.edu/facpubs/632	9/18/2012	0	0	0	0	0	0	0	2	26	40	42	93	58	51	38	16	16	17	23	26
Taking Account of ARTs in Determining Parenthood: A Troubling Dispute in California	http://scholarship.law.berkeley.edu/facpubs/385	9/17/2012	0	0	0	0	0	0	0	0	1	5	1	1	1	0	1	0	0	0	0	0
Empathy and Experience in the Sotomayor Hearings	http://scholarship.law.berkeley.edu/facpubs/859	9/18/2012	0	0	0	0	0	0	0	2	12	14	8	19	17	8	10	17	11	16	8	3
Challenges to Civilian Control of the Military: A Rational Choice Approach to the War on Terror	http://scholarship.law.berkeley.edu/facpubs/1188	9/18/2012	0	0	0	0	0	0	0	2	24	32	37	33	49	36	29	23	12	31	32	17
Can Lawyers Say Anything about Economic Growth--Comment on Frank Cross's Law and Economic Growth	http://scholarship.law.berkeley.edu/facpubs/1577	9/20/2012	0	0	0	0	0	0	0	0	8	6	6	19	9	5	2	5	6	7	2	0
Agency Rulemaking and Political Transitions	http://works.bepress.com/anne_oconnell/2	5/29/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legal Pragmatism and the Constitution	http://works.bepress.com/daniel_farber/120	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harper and its Aftermath	http://scholarship.law.berkeley.edu/facpubs/2004	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Hybrid Constitutionalism: The Israeli Case for Judicial Review and Why We Should Care	http://scholarship.law.berkeley.edu/bjil/vol30/iss2/3	4/24/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	16	20	39	21
Las Siete Partidas	http://scholarship.law.berkeley.edu/californialawreview/vol20/iss3/2	7/24/2012	0	0	0	0	0	0	11	13	21	31	18	43	50	40	57	51	63	42	45	30
"Reflections on the Past, Looking to the Future: The Fair Housing Act of 40"	http://scholarship.law.berkeley.edu/facpubs/962	9/18/2012	0	0	0	0	0	0	0	0	4	3	4	3	1	0	1	3	1	1	1	0
The Importance of Resource Allocation in Administrative Law	http://works.bepress.com/eric_biber/7	9/11/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anticipating and Reducing the Unfairness of Monsanto's Inadvertent Infringement Lawsuits: A Proposal to Import Copyright Law's Notice-and-Takedown Regime into the Seed Patent Context	http://scholarship.law.berkeley.edu/californialawreview/vol100/iss3/7	7/6/2012	0	0	0	0	0	34	14	15	29	37	21	31	43	26	15	17	10	15	8	3
Explaining Corporate Environmental Performance: How Does Regulation Matter	http://scholarship.law.berkeley.edu/facpubs/871	9/18/2012	0	0	0	0	0	0	0	0	2	0	0	1	5	1	1	1	0	3	0	0
"Constitutionality of Legislative Committee Suspension of Administrative Rules: The Case of Minnesota, The"	http://scholarship.law.berkeley.edu/facpubs/1854	12/7/2012	0	0	0	0	0	0	0	0	0	0	4	12	10	3	6	2	1	1	1	0
Paradigms Lost: How Domestic Partnership Went from Innovation to Injury	http://scholarship.law.berkeley.edu/facpubs/1933	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
Proposition 187 and the Ghost of James Bradley Thayer	http://scholarship.law.berkeley.edu/facpubs/257	9/17/2012	0	0	0	0	0	0	0	1	11	8	7	4	6	5	7	3	1	2	2	2
Chinese Mediation on the Eve of Modernization	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss3/2	7/17/2012	0	0	0	0	0	2	9	26	10	45	26	23	38	59	48	54	43	38	63	21
Welfare Queens and Other Fairy Tales: Welfare Reform and Unconstitutional Reproductive Controls	http://scholarship.law.berkeley.edu/facpubs/892	9/18/2012	0	0	0	0	0	0	0	2	16	10	18	14	19	11	7	10	3	7	7	15
Swiss Banks and Insider Trading in the United States	http://scholarship.law.berkeley.edu/bjil/vol2/iss1/8	9/23/2012	0	0	0	0	0	0	0	0	9	4	9	18	12	4	2	6	6	1	7	1
"Neo-Colonialism, Same Old Racism: A Critical Analysis of the United States' Shift toward Colorblindness as a Tool for the Protection of the American Colonial Empire and White Supremacy"	http://scholarship.law.berkeley.edu/bjalp/vol11/iss1/10	4/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	24	73	25	14
"Of Doctors, Deterrence, and the Dark Figure of Crime--A Note on Abortion in Hawaii"	http://scholarship.law.berkeley.edu/facpubs/919	9/18/2012	0	0	0	0	0	0	0	1	14	11	3	10	8	3	5	3	1	2	1	1
In Defense of Footnotes	http://works.bepress.com/herma_kay/4	12/3/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Administrative Law and Procedure	http://scholarship.law.berkeley.edu/californialawreview/vol44/iss2/13	7/19/2012	0	0	0	0	0	1	2	6	3	5	1	1	10	4	3	2	4	2	5	1
Wellenkamp v. Bank of America: Invalidation of Automatically Enforceable Due-on-Sale Clauses	http://scholarship.law.berkeley.edu/californialawreview/vol67/iss4/5	7/17/2012	0	0	0	0	0	1	5	3	13	12	11	7	8	8	7	8	8	7	5	9
Continuing Jurisdiction to Modify Prior Sentence	http://scholarship.law.berkeley.edu/facpubs/1119	9/18/2012	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0
"School Integration Through Carrots, Not Sticks"	http://works.bepress.com/stephen_sugarman/138	6/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ho'olahui: The Rebirth of a Nation	http://scholarship.law.berkeley.edu/aalj/vol5/iss1/9	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reenvisioning the Risk Bubble: Utilizing a System of Intra-Firm Risk Trading for Environmental Protection	http://scholarship.law.berkeley.edu/californialawreview/vol92/iss6/6	7/9/2012	0	0	0	0	0	0	2	1	0	0	3	5	4	7	5	0	1	2	0	0
Personal Jurisdiction and Child Support: Establishing the Parent-Child Relationship as Minimum Contacts	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss4/4	7/10/2012	0	0	0	0	0	16	11	11	35	52	37	69	57	32	24	32	37	28	12	11
"The Borat Problem in Negotiation: Fraud, Assent, and the Behavioral Law and Economics of Standard Form Contracts"	http://scholarship.law.berkeley.edu/californialawreview/vol101/iss1/2	4/23/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	23	8	5
Mandatory Advisory Counsel for Pro Se Defendants: Maintaining Fairness in the Criminal Trial	http://scholarship.law.berkeley.edu/californialawreview/vol72/iss4/11	7/10/2012	0	0	0	0	0	2	7	8	8	9	13	11	26	5	5	4	4	4	2	1
Power of the Courts to Declare Laws Unconstitutional	http://scholarship.law.berkeley.edu/californialawreview/vol11/iss5/2	7/24/2012	0	0	0	0	0	1	6	8	17	16	27	32	20	14	12	38	12	20	50	122
"Personal Injury Law, A Report to the California Policy Seminar and the California Economic Development Corp."	http://works.bepress.com/stephen_sugarman/168	7/2/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Bush Imprint on the Supreme Court: Why Conservatives Should Continue to Yearn and Liberals Should Not Fear	http://scholarship.law.berkeley.edu/facpubs/988	9/18/2012	0	0	0	0	0	0	0	0	0	3	1	1	1	4	1	1	4	3	0	0
The Wages of Ambivalence: On the Context and Prospects of New York's Death Penalty	http://scholarship.law.berkeley.edu/facpubs/997	9/18/2012	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	0
Introduction	http://scholarship.law.berkeley.edu/facpubs/1112	9/18/2012	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Unbundling Fair Uses	http://scholarship.law.berkeley.edu/facpubs/1521	9/20/2012	0	0	0	0	0	0	0	0	68	30	20	23	24	36	3	6	39	20	14	21
"Power, Merit, and the Imitations of the Black and White Binary in the Affirmative Action Debate: The Case of Asian Americans at Whitney High School"	http://scholarship.law.berkeley.edu/aalj/vol8/iss1/2	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Challenges of Policy and Practice in Under-Resourced Asian American Communities: Analyzing Public Education, Health, and Development Issues with Cambodian American Women"	http://scholarship.law.berkeley.edu/aalj/vol15/iss1/5	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corporate Reorganizations, Tax Planning and the Excess Profits Tax of 1950"	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss3/1	7/20/2012	0	0	0	0	0	0	1	0	1	4	2	1	1	5	2	12	4	5	0	3
Bank Charges for Insufficient Funds Checks	http://scholarship.law.berkeley.edu/californialawreview/vol69/iss2/10	7/17/2012	0	0	0	0	0	1	7	7	21	21	27	38	27	10	6	21	6	8	17	19
The California Law of Unfair Competition Takes a Turn--Against the Employer	http://scholarship.law.berkeley.edu/californialawreview/vol41/iss1/2	7/19/2012	0	0	0	0	0	0	4	10	16	13	16	12	16	23	16	12	13	15	14	10
"Review of Sowell ""Civil Rights: Rhetoric or Reality?"""	http://works.bepress.com/stephen_sugarman/160	6/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beyond Public/Private: Understanding Excessive Corporate Prerogative	http://scholarship.law.berkeley.edu/facpubs/1984	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
FDA's Consideration of Codex Alimentarius Standards in Light of International Trade Agreements	http://scholarship.law.berkeley.edu/facpubs/1169	9/18/2012	0	0	0	0	0	0	0	1	9	9	10	12	12	3	5	11	4	7	9	6
Hiding In Plain Sight? Timing and Transparency in the Administrative State	http://works.bepress.com/anne_oconnell/6	7/2/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
The Authority of the Framers of the Constitution: Can Originalist Interpretation be Justified	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss5/2	7/10/2012	0	0	0	0	0	9	8	15	17	27	16	43	22	14	13	18	2	4	2	31
Saving Miranda	http://scholarship.law.berkeley.edu/facpubs/1614	9/20/2012	0	0	0	0	0	0	0	0	2	15	9	28	13	2	11	6	4	5	3	0
Fiat Flux: Evolving Purposes and Ideals of the Great American Public Law School	http://works.bepress.com/christopher_edley/5	11/26/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Affirming the Law of Nations in U.S. Courts: The Karadzic Litigation and the Yugoslav Conflict	http://scholarship.law.berkeley.edu/bjil/vol14/iss1/3	9/24/2012	0	0	0	0	0	0	0	0	9	9	4	2	4	1	2	3	1	2	2	0
Applicability of Methods of Trial and Administration Used in Workmen's Compensation Proceedings to Certain Civil Actions	http://scholarship.law.berkeley.edu/californialawreview/vol18/iss3/1	7/24/2012	0	0	0	0	0	1	1	2	3	3	2	2	1	2	2	2	3	3	1	1
Admission of Expert Testimony on Eyewitness Identification	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss4/6	7/10/2012	0	0	0	0	0	2	2	10	22	21	30	15	24	5	7	3	5	1	1	1
Rethinking the Specific-General Intent Doctrine in California Criminal Law	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss5/6	7/17/2012	0	0	0	0	0	1	2	1	3	2	2	3	4	1	4	5	3	1	1	1
The Laws of the Virtual Worlds	http://scholarship.law.berkeley.edu/californialawreview/vol92/iss1/1	7/9/2012	0	0	0	0	0	8	23	40	84	96	94	112	124	52	34	64	61	52	40	33
Promissory Fraud and the Parol Evidence Rule	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss5/4	7/19/2012	0	0	0	0	0	2	14	28	7	22	19	40	39	32	28	19	17	17	15	17
Bringing New Law to Oceans Waters	http://works.bepress.com/david_caron/128	11/28/2011	0	7	2	3	1	3	2	0	1	1	2	0	0	1	0	0	0	1	1	1
Getting Serious about Job Creation: Part I	http://works.bepress.com/aaron_edlin/66	7/14/2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Employment Discrimination: Rightful Place Seniority under Title VII and Section 1981: The Teamsters Roadblock May Be Only a Detour	http://scholarship.law.berkeley.edu/facpubs/692	9/18/2012	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	2	0	0	2
Learning from the Recent Interpretation of INA Section 245(a): Factors to Consider when Interpreting Immigration Law	http://scholarship.law.berkeley.edu/californialawreview/vol96/iss6/4	7/9/2012	0	0	0	0	0	6	4	1	13	11	11	10	8	4	4	2	1	1	0	0
Corporate and Individual Income Tax Integration in the United States during the 1990s	http://scholarship.law.berkeley.edu/facpubs/710	9/18/2012	0	0	0	0	0	0	0	1	0	0	2	1	1	2	2	2	0	2	1	1
Constitutional Culture or Ordinary Politics: A Reply to Reva Siegel	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss5/5	7/9/2012	0	0	0	0	0	2	5	0	1	1	17	11	12	11	4	4	2	1	0	0
Between Selves and Collectivities: Toward a Jurisprudence of Identity	http://scholarship.law.berkeley.edu/facpubs/1293	9/18/2012	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0
Is Anyone Minding Stonehenge--The Origins of Cultural Property Protection in England	http://scholarship.law.berkeley.edu/californialawreview/vol78/iss6/3	8/15/2012	0	0	0	0	0	0	3	10	1	4	2	6	4	3	5	3	3	2	3	0
Television and the Public Interest	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss2/9	7/10/2012	0	0	0	0	0	8	35	2	23	20	9	15	28	33	12	14	6	7	9	2
Disarmed by Time: The Second Amendment and the Failure of Originalism	http://scholarship.law.berkeley.edu/facpubs/1507	9/20/2012	0	0	0	0	0	0	0	0	5	8	46	78	46	11	25	12	5	10	7	4
Food Fears: Health and Safety at the WTO	http://works.bepress.com/andrew_guzman/25	4/21/2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Principles for Resolving Conflicts between Trade Secrets and the First Amendment	http://scholarship.law.berkeley.edu/facpubs/1239	9/18/2012	0	0	0	0	0	0	0	1	18	26	30	41	29	11	9	40	15	20	5	4
Afterword	http://scholarship.law.berkeley.edu/facpubs/703	9/18/2012	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
The Holocaust Restitution Movement in Comparative Perspective	http://scholarship.law.berkeley.edu/bjil/vol20/iss1/2	9/24/2012	0	0	0	0	0	0	0	0	22	32	21	42	59	62	56	85	51	27	29	21
"Flat Tax, Consumption Tax, Consumption-Type Income Tax Proposals in the United States: A Tax Policy Discussion of Fundamental Tax Reform"	http://scholarship.law.berkeley.edu/facpubs/2113	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"Water, Population Growth, and Endangered Species in the West"	http://works.bepress.com/holly_doremus/21	11/30/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buying Scenery:  Land Acquisitions for the National Parks	http://works.bepress.com/joseph_sax/13	11/19/2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rivalrous Benefit Taxation: The Independent Viability of Separate Agencies or Firms 	http://works.bepress.com/aaron_edlin/5	1/23/2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
License to Kill: Asylum Law and the Principle of Legitimate Governmental Authority to Investigate its Enemies	http://scholarship.law.berkeley.edu/facpubs/1963	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Thirty-Fourth Annual Adminsitrative Law Issue - Modular Environmental Regulation	http://scholarship.law.berkeley.edu/facpubs/1182	9/18/2012	0	0	0	0	0	0	0	0	3	0	1	1	1	1	5	3	6	2	10	4
Contract and Copyright are Not at War: A Reply to the Metamorphosis of Contract into Expand	http://scholarship.law.berkeley.edu/californialawreview/vol87/iss1/3	7/10/2012	0	0	0	0	0	4	3	6	8	14	12	28	36	14	7	5	5	5	8	0
Is American Law Inherently Racist	http://works.bepress.com/daniel_farber/48	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liability for Ground Damage from Crashes or Forced Landings of Aircraft	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss2/6	7/19/2012	0	0	0	0	0	0	13	7	6	15	10	12	10	22	15	24	30	29	21	15
Why No Duty	http://scholarship.law.berkeley.edu/facpubs/2165	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
China Stays Guarded on Foreign Investment in Banking	http://scholarship.law.berkeley.edu/facpubs/1869	12/7/2012	0	0	0	0	0	0	0	0	0	0	3	4	1	0	1	0	0	0	0	0
Instrumentalism and Property Rights: A Reconsideration of American Styles of Judicial Reasoning in the 19th Century	http://scholarship.law.berkeley.edu/facpubs/317	9/17/2012	0	0	0	0	0	0	0	1	2	9	9	4	11	5	6	9	2	0	4	7
"On Uncertainty, Ambiguity, and Contractual Conditions"	http://scholarship.law.berkeley.edu/facpubs/819	9/18/2012	0	0	0	0	0	0	0	0	14	13	39	14	18	4	5	11	5	9	13	6
Extralateral Right Shall It Be Abolished	http://scholarship.law.berkeley.edu/californialawreview/vol5/iss4/3	7/24/2012	0	0	0	0	0	0	2	0	3	2	3	2	2	0	3	4	4	1	2	0
Embracing the Tar-Baby--LatCrit Theory and the Sticky Mess of Race	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss5/10	7/10/2012	0	0	0	0	0	6	15	9	24	16	27	36	40	23	18	18	39	14	11	11
Introduction: The Role of Lawyers in a Disaster-Prone World	http://scholarship.law.berkeley.edu/facpubs/752	9/18/2012	0	0	0	0	0	0	0	0	0	3	4	4	3	1	1	1	0	0	1	0
"Judicial Review of Indian Treaty Abrogation: As Long as Water Flows, or Grass Grows upon the Earth--How Long a Time is That"	http://scholarship.law.berkeley.edu/californialawreview/vol63/iss3/2	7/17/2012	0	0	0	0	0	0	11	23	24	53	70	76	51	41	13	17	15	7	8	16
Total Equitable Indemnity under Comparative Negligence: Anomaly or Necessity	http://scholarship.law.berkeley.edu/californialawreview/vol74/iss3/14	7/10/2012	0	0	0	0	0	17	28	14	41	42	47	69	64	48	85	43	44	47	33	11
"Tortuous Path, Elusive Goal: The Asian Quest for American Citizenship"	http://scholarship.law.berkeley.edu/facpubs/684	9/18/2012	0	0	0	0	0	0	0	0	8	14	8	4	17	8	14	12	7	2	2	2
Square Peg in a Round Hole: Government Contractor Battlefield Tort Liability and the Political Question Doctrine	http://scholarship.law.berkeley.edu/bjil/vol28/iss1/6	9/24/2012	0	0	0	0	0	0	0	1	9	9	3	13	7	5	5	13	11	2	7	9
Litigators and Communities Working Together: Grutter v. Bollinger and the New Civil Rights Movement	http://scholarship.law.berkeley.edu/aalj/vol11/iss2/10	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Remarks on Justice Harlan and the Bill of Rights	http://works.bepress.com/jesse_choper/35	8/21/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shaping the Future: The Dialectic of Law and Environmental Values	http://works.bepress.com/holly_doremus/22	11/30/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Structuring a Sustainable Letters of Marque Regime: How Commissioning Privateers Can Defeat the Somali Pirates	http://scholarship.law.berkeley.edu/californialawreview/vol99/iss3/2	7/9/2012	0	0	0	0	0	4	5	17	23	6	14	20	12	5	6	5	7	12	7	2
Through Another's Eyes: Getting the Benefit of outside Perspectives in Environmental Review	http://works.bepress.com/holly_doremus/19	11/30/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Making the Opening Settlement Offer	http://scholarship.law.berkeley.edu/facpubs/181	9/17/2012	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	2	0	0	0	1
